iter	RMSE
419	4.206323057
420	4.203636855
421	4.199800788
422	4.196997889
423	4.194946101
424	4.192364432
425	4.18953628
426	4.185731587
427	4.183503359
428	4.182091847
429	4.178639467
430	4.175671792
431	4.171476531
432	4.169396101
433	4.166017653
434	4.163706918
435	4.162004503
436	4.15776253
437	4.154730585
438	4.152158618
439	4.150087814
440	4.147456458
441	4.145100746
442	4.142712376
443	4.140751598
444	4.136824991
445	4.131732407
446	4.128769653
447	4.124128569
448	4.120681219
449	4.118684893
450	4.115589738
451	4.113390024
452	4.110398884
453	4.107927309
454	4.104379033
455	4.100017327
456	4.097192335
457	4.094495486
458	4.090917764
459	4.088327709
460	4.086474108
461	4.084994776
462	4.081563844
463	4.078610278
464	4.077114852
465	4.073364874
466	4.069188709
467	4.066269595
468	4.06401173
469	4.0609092
470	4.058182375
471	4.055061116
472	4.051492221
473	4.048629094
474	4.045298856
475	4.042610162
476	4.039940918
477	4.037135445
478	4.034538538
479	4.030557563
480	4.027935995
481	4.024781112
482	4.022258496
483	4.019714132
484	4.018238159
485	4.014516635
486	4.013135921
487	4.00987191
488	4.006500937
489	4.004780391
490	4.003160115
491	4.000156072
492	3.996358132
493	3.994168235
494	3.991302319
495	3.986810666
496	3.98428439
497	3.981660244
498	3.978529705
499	3.974990144
500	3.972237383
501	3.970748049
502	3.968939322
503	3.965498745
504	3.96340237
505	3.960697337
506	3.957955387
507	3.95465614
508	3.951389699
509	3.948151157
510	3.946395275
511	3.943756041
512	3.94135545
513	3.938672501
514	3.936383414
515	3.934352453
516	3.930852621
517	3.928439446
518	3.92618257
519	3.923655047
520	3.920955315
521	3.918981359
522	3.917433431
523	3.914495377
524	3.912499895
525	3.909117759
526	3.906606934
527	3.904625058
528	3.902598081
529	3.901250531
530	3.899262843
531	3.896286141
532	3.892993373
533	3.890070616
534	3.886641115
535	3.883616651
536	3.881582426
537	3.878996194
538	3.875846711
539	3.873473444
540	3.871056071
541	3.868128377
542	3.864661908
543	3.861677711
544	3.859268614
545	3.856458299
546	3.854357748
547	3.852345302
548	3.849983193
549	3.846891292
550	3.843690158
551	3.841409005
552	3.83890326
553	3.835861772
554	3.833754163
555	3.831222653
556	3.829163939
557	3.826664042
558	3.824822019
559	3.822622
560	3.820277698
561	3.817824733
562	3.815642519
563	3.812506583
564	3.809911631
565	3.807829042
566	3.805091574
567	3.802539131
568	3.798721115
569	3.796712919
570	3.794577853
571	3.790027251
572	3.787349405
573	3.785250156
574	3.782992235
575	3.781030124
576	3.779008193
577	3.776252845
578	3.772851614
579	3.770222029
580	3.767959993
581	3.765420762
582	3.762146527
583	3.7603123
584	3.756631495
585	3.753651246
586	3.751101911
587	3.748645419
588	3.746447871
589	3.744389575
590	3.741812811
591	3.739615221
592	3.735707675
593	3.734025343
594	3.731789158
595	3.729092496
596	3.726258916
597	3.724135401
598	3.721724527
599	3.719683066
600	3.71713063
601	3.714647291
602	3.71239669
603	3.710698867
604	3.709195421
605	3.706295322
606	3.70316532
607	3.700877409
608	3.697905114
609	3.695655639
610	3.693327884
611	3.691280941
612	3.690534077
613	3.688593464
614	3.686934543
615	3.684267458
616	3.680474992
617	3.677705711
618	3.67637231
619	3.672937662
620	3.670068769
621	3.667658108
622	3.665762594
623	3.663678093
624	3.661837036
625	3.659135771
626	3.657572081
627	3.654534243
628	3.650807047
629	3.648066765
630	3.646469982
631	3.644086811
632	3.641528236
633	3.63962394
634	3.63748203
635	3.635936658
636	3.634048647
637	3.631769595
638	3.628686167
639	3.625890961
640	3.624678483
641	3.623052959
642	3.620508887
643	3.61870402
644	3.616786859
645	3.615311049
646	3.613703525
647	3.611361461
648	3.609419342
649	3.607901991
650	3.606122041
651	3.602885634
652	3.600393319
653	3.597828075
654	3.595631676
655	3.593731028
656	3.592034123
657	3.589945254
658	3.586906054
659	3.585151472
660	3.58280411
661	3.581053641
662	3.579384489
663	3.577570033
664	3.575331133
665	3.573294982
666	3.57123424
667	3.570141426
668	3.569021086
669	3.567563577
670	3.56599447
671	3.564211088
672	3.56160676
673	3.559359826
674	3.556808812
675	3.554927528
676	3.553226599
677	3.550083765
678	3.548621393
679	3.546782112
680	3.545091821
681	3.542529799
682	3.540793094
683	3.538244674
684	3.5366333
685	3.534836448
686	3.530985651
687	3.529412761
688	3.52757567
689	3.526012138
690	3.524252098
691	3.522508647
692	3.520074994
693	3.518499015
694	3.516148646
695	3.513685552
696	3.512169541
697	3.509376103
698	3.507337172
699	3.50439006
700	3.503402634
701	3.501848429
702	3.499903754
703	3.49738409
704	3.49595487
705	3.494084389
706	3.493014668
707	3.491717705
708	3.489260731
709	3.486620752
710	3.484282126
711	3.483318382
712	3.480526467
713	3.478064877
714	3.476893545
715	3.47527228
716	3.474346845
717	3.472062444
718	3.469378697
719	3.467528349
720	3.464227644
721	3.460625095
722	3.458123795
723	3.455765561
724	3.454107456
725	3.452319048
726	3.450454323
727	3.447969494
728	3.445655762
729	3.443527685
730	3.441534156
731	3.439768464
732	3.437405504
733	3.435332071
734	3.432642188
735	3.431160493
736	3.429500384
737	3.428076076
738	3.425060898
739	3.42299216
740	3.420788238
741	3.417631227
742	3.41578002
743	3.414627359
744	3.413742931
745	3.411211648
746	3.409720236
747	3.407503279
748	3.405871264
749	3.40328919
750	3.401583803
751	3.399641986
752	3.397810947
753	3.395194826
754	3.392378633
755	3.390871675
756	3.390136742
757	3.387679636
758	3.385656515
759	3.382868806
760	3.380251879
761	3.37859243
762	3.376272951
763	3.375192619
764	3.373928375
765	3.372171981
766	3.370572938
767	3.369548831
768	3.367140586
769	3.366066329
770	3.364268231
771	3.362846369
772	3.361559957
773	3.360528568
774	3.35823973
775	3.356446162
776	3.355146062
777	3.353655426
778	3.351006509
779	3.349037455
780	3.347233948
781	3.344264173
782	3.341537939
783	3.340027167
784	3.338588097
785	3.33803684
786	3.336047625
787	3.332398158
788	3.330272149
789	3.329363562
790	3.328592014
791	3.326151536
792	3.32413279
793	3.321936125
794	3.32071424
795	3.319805893
796	3.318138765
797	3.316080011
798	3.314228665
799	3.311742075
800	3.309417631
801	3.30752099
802	3.305857692
803	3.30409217
804	3.302006143
805	3.29904492
806	3.297029298
807	3.294086564
808	3.291643982
809	3.289143333
810	3.287638817
811	3.285247211
812	3.282876625
813	3.281306567
814	3.277938424
815	3.276751409
816	3.275515888
817	3.273097006
818	3.271767624
819	3.270320142
820	3.26905104
821	3.2669485
822	3.263716946
823	3.261740452
824	3.259514954
825	3.256681738
826	3.254053436
827	3.251724506
828	3.249622901
829	3.247972266
830	3.245613344
831	3.244017259
832	3.242013739
833	3.239950426
834	3.237772875
835	3.235719216
836	3.23397514
837	3.232151292
838	3.230921181
839	3.229324375
840	3.226929847
841	3.225519283
842	3.224240242
843	3.222103749
844	3.220067945
845	3.217355276
846	3.215899055
847	3.213172577
848	3.211399004
849	3.210181614
850	3.208692256
851	3.207314479
852	3.206107823
853	3.203844864
854	3.202041231
855	3.200472308
856	3.198895761
857	3.196597251
858	3.19457199
859	3.193171638
860	3.191343676
861	3.189651578
862	3.187349999
863	3.184241048
864	3.181524157
865	3.180355126
866	3.177744762
867	3.17481423
868	3.172733301
869	3.170715764
870	3.168434476
871	3.166244989
872	3.165881835
873	3.163889574
874	3.162099927
875	3.160477085
876	3.157954595
877	3.156040363
878	3.153722461
879	3.151622186
880	3.150262808
881	3.149350547
882	3.146939272
883	3.144989681
884	3.143255034
885	3.141468048
886	3.139810312
887	3.138191264
888	3.136194214
889	3.135163849
890	3.133498027
891	3.131797654
892	3.130489267
893	3.129111118
894	3.127128309
895	3.125818877
896	3.12350992
897	3.12253114
898	3.121574668
899	3.119566089
900	3.118626996
901	3.117733942
902	3.115791219
903	3.11395579
904	3.111270684
905	3.109626386
906	3.107424457
907	3.105640809
908	3.104547305
909	3.103889954
910	3.102525654
911	3.101394932
912	3.099609839
913	3.097734004
914	3.096400489
915	3.094717387
916	3.092421973
917	3.090852632
918	3.08898379
919	3.087224885
920	3.085654579
921	3.084211762
922	3.082897926
923	3.081032926
924	3.079543069
925	3.077694262
926	3.075808143
927	3.074141626
928	3.07330016
929	3.071865787
930	3.070283328
931	3.067268682
932	3.066757136
933	3.064674002
934	3.063271877
935	3.06153893
936	3.060215009
937	3.058322766
938	3.056631059
939	3.054958472
940	3.053748606
941	3.052524407
942	3.051311891
943	3.049875199
944	3.04806439
945	3.046713651
946	3.045294315
947	3.044153643
948	3.042194796
949	3.040876194
950	3.039842455
951	3.037310361
952	3.035622053
953	3.03397666
954	3.032475731
955	3.030577119
956	3.028750833
957	3.02695848
958	3.025281525
959	3.02336098
960	3.022080075
961	3.020868563
962	3.019208216
963	3.017782106
964	3.016345965
965	3.014437622
966	3.013040837
967	3.011500582
968	3.00971793
969	3.008751048
970	3.007361651
971	3.005559338
972	3.003625914
973	3.001446266
974	2.999934377
975	2.998537763
976	2.996469569
977	2.993988143
978	2.992133313
979	2.99051389
980	2.988509728
981	2.987382401
982	2.986049446
983	2.984933654
984	2.982920141
985	2.98143432
986	2.97972391
987	2.977984038
988	2.975760513
989	2.973525431
990	2.972371008
991	2.970453347
992	2.968171933
993	2.966517239
994	2.964929808
995	2.963903044
996	2.963202786
997	2.961476106
998	2.959496151
999	2.958252454
