iter	RMSE
156	1681.453676
157	1680.826569
158	1679.972946
159	1679.200986
160	1678.385058
161	1677.128661
162	1676.125419
163	1673.928486
164	1672.98753
165	1672.478325
166	1672.004204
167	1671.36931
168	1670.908312
169	1670.240728
170	1669.505969
171	1668.308031
172	1667.406452
173	1666.633675
174	1665.466744
175	1664.90195
176	1664.069906
177	1663.35509
178	1662.48573
179	1661.859157
180	1661.110947
181	1660.425122
182	1659.721355
183	1658.60559
184	1657.969671
185	1656.899494
186	1656.05793
187	1655.360606
188	1654.441696
189	1653.563884
190	1652.648003
191	1651.849975
192	1651.043944
193	1650.14982
194	1649.530204
195	1649.179182
196	1648.596585
197	1648.136004
198	1647.342449
199	1646.755701
200	1645.80883
201	1645.193797
202	1643.943012
203	1642.878304
204	1642.482184
205	1641.70205
206	1641.233881
207	1640.733785
208	1640.182695
209	1639.733661
210	1639.253567
211	1638.739991
212	1638.26989
213	1637.276212
214	1636.828692
215	1636.395696
216	1635.71354
217	1635.082508
218	1634.41247
219	1633.54937
220	1633.087345
221	1632.374344
222	1631.849486
223	1630.959625
224	1630.105617
225	1629.596013
226	1629.113359
227	1628.582211
228	1628.171268
229	1627.262149
230	1626.555702
231	1626.016346
232	1625.639465
233	1625.221434
234	1624.373911
235	1623.535879
236	1622.841241
237	1622.088115
238	1621.519652
239	1620.766696
240	1620.284278
241	1619.72933
242	1619.03093
243	1618.431306
244	1617.929826
245	1617.295527
246	1616.787176
247	1616.338426
248	1615.812647
249	1615.37719
250	1615.027722
251	1614.489204
252	1614.128437
253	1613.674494
254	1613.171857
255	1612.693448
256	1612.158851
257	1611.396894
258	1611.010474
259	1610.414366
260	1609.914098
261	1609.284867
262	1608.841511
263	1608.37432
264	1607.952884
265	1607.002181
266	1606.410881
267	1605.890687
268	1605.502014
269	1605.219867
270	1604.834132
271	1604.437158
272	1603.55453
273	1602.85714
274	1602.183006
275	1601.873897
276	1601.299929
277	1600.79707
278	1600.009008
279	1599.317149
280	1598.870548
281	1598.464529
282	1597.852282
283	1597.551665
284	1597.025954
285	1596.647748
286	1596.292733
287	1595.720275
288	1595.350852
289	1594.659875
290	1593.625825
291	1593.293923
292	1592.834362
293	1592.316773
294	1591.530937
295	1590.718713
296	1590.054462
297	1589.765925
298	1589.301093
299	1588.722738
300	1587.931339
301	1587.612487
302	1587.009662
303	1586.726369
304	1586.191572
305	1585.612611
306	1584.817508
307	1584.357862
308	1583.508658
309	1582.937011
310	1581.612156
311	1580.897371
312	1580.16473
313	1579.723973
314	1579.2824
315	1578.800925
316	1577.809302
317	1577.256153
318	1576.882997
319	1576.446405
320	1576.084405
321	1575.51181
322	1574.960625
323	1574.365746
324	1573.847692
325	1573.45707
326	1572.934596
327	1572.497326
328	1572.086833
329	1571.806357
330	1571.278355
331	1570.690516
332	1569.951108
333	1569.577487
334	1569.331406
335	1568.602155
336	1568.154412
337	1567.876774
338	1567.418487
339	1566.911245
340	1566.604402
341	1566.450318
342	1566.115064
343	1565.695357
344	1565.395717
345	1564.799389
346	1564.240583
347	1563.924048
348	1563.542658
349	1563.171341
350	1562.638604
351	1562.277924
352	1561.688896
353	1561.250574
354	1560.774895
355	1560.557364
356	1559.983748
357	1559.443181
358	1559.072092
359	1558.566071
360	1558.305491
361	1557.888922
362	1557.492141
363	1556.716856
364	1555.873053
365	1555.529134
366	1554.75361
367	1554.425178
368	1554.01915
369	1553.586465
370	1553.194987
371	1552.684705
372	1552.162204
373	1551.869367
374	1551.459082
375	1551.019172
376	1550.652006
377	1550.179255
378	1549.44498
379	1548.914813
380	1548.554701
381	1548.122233
382	1547.570141
383	1547.265185
384	1546.952166
385	1546.724547
386	1546.366709
387	1545.889818
388	1545.685258
389	1545.135776
390	1544.895513
391	1544.561097
392	1544.235756
393	1543.758831
394	1543.025722
395	1542.696993
396	1542.31178
397	1541.625352
398	1541.213945
399	1540.915457
400	1540.529713
401	1539.982875
402	1539.583283
403	1538.600814
404	1538.267911
405	1537.659588
406	1537.017809
407	1536.801371
408	1536.588959
409	1536.345984
410	1535.671524
411	1535.269723
412	1534.753007
413	1534.458688
414	1534.186565
415	1533.747525
416	1533.322384
417	1533.043422
418	1532.492274
419	1532.196506
420	1531.616156
421	1531.331085
422	1530.85984
423	1530.612705
424	1530.231567
425	1529.814532
426	1529.400037
427	1528.891765
428	1528.643903
429	1528.28052
430	1527.957903
431	1527.68314
432	1527.224023
433	1526.894515
434	1526.523316
435	1526.134109
436	1525.88828
437	1525.505907
438	1525.196261
439	1524.746709
440	1524.208715
441	1523.656106
442	1523.410004
443	1522.988491
444	1522.612132
445	1522.304463
446	1521.811482
447	1521.390459
448	1520.890548
449	1520.701859
450	1520.283486
451	1520.092264
452	1519.782481
453	1519.33635
454	1519.102021
455	1518.67451
456	1518.540798
457	1518.218824
458	1517.986486
459	1517.747741
460	1517.632416
461	1517.141145
462	1516.874585
463	1516.483394
464	1516.21206
465	1515.617694
466	1515.200781
467	1514.718294
468	1514.534046
469	1514.231136
470	1513.683053
471	1513.357104
472	1513.094618
473	1512.473242
474	1512.155775
475	1511.832873
476	1511.297907
477	1511.136839
478	1510.88642
479	1510.68346
480	1510.301566
481	1509.647077
482	1509.066557
483	1508.95833
484	1508.505534
485	1508.048495
486	1507.779158
487	1507.296511
488	1506.974601
489	1506.573386
490	1506.266122
491	1506.197672
492	1505.778388
493	1505.356525
494	1504.934853
495	1504.463285
496	1503.967298
497	1503.521426
498	1503.305673
499	1503.022607
500	1502.534973
501	1502.10307
502	1501.693303
503	1501.29032
504	1501.156457
505	1500.975475
506	1500.708378
507	1500.457382
508	1500.122719
509	1499.66401
510	1499.240732
511	1498.931365
512	1498.525438
513	1498.259331
514	1498.094668
515	1497.585825
516	1497.375742
517	1496.977807
518	1496.507748
519	1496.240163
520	1495.87539
521	1495.553574
522	1495.297463
523	1494.872699
524	1494.501923
525	1494.230991
526	1493.911169
527	1493.68374
528	1493.379048
529	1493.121675
530	1492.998987
531	1492.928584
532	1492.66021
533	1492.322449
534	1491.913524
535	1491.814173
536	1491.464525
537	1491.227674
538	1490.974002
539	1490.638353
540	1490.238518
541	1489.899924
542	1489.672425
543	1489.398768
544	1488.983939
545	1488.605576
546	1488.283341
547	1488.121856
548	1487.735415
549	1487.439295
550	1486.970981
551	1486.879635
552	1486.609389
553	1486.295397
554	1485.871074
555	1485.470441
556	1485.235784
557	1484.788062
558	1484.542218
559	1484.233719
560	1483.768466
561	1483.418398
562	1483.207137
563	1482.819605
564	1482.523611
565	1482.26904
566	1481.971264
567	1481.639625
568	1481.288656
569	1480.727718
570	1480.412527
571	1480.152692
572	1479.869854
573	1479.560436
574	1479.286906
575	1478.968802
576	1478.661793
577	1478.478949
578	1478.037696
579	1477.575236
580	1477.10629
581	1476.844001
582	1476.44672
583	1476.121866
584	1475.709981
585	1475.45069
586	1475.217597
587	1474.934948
588	1474.580858
589	1474.339994
590	1474.026806
591	1473.622095
592	1473.347703
593	1473.168824
594	1472.985176
595	1472.835676
596	1472.271849
597	1472.062293
598	1471.802734
599	1471.328231
600	1471.021821
601	1470.789816
602	1470.434698
603	1470.233432
604	1469.951745
605	1469.677376
606	1469.401624
607	1469.162254
608	1468.999246
609	1468.605003
610	1468.398356
611	1468.172827
612	1467.772671
613	1467.535491
614	1467.361641
615	1467.014851
616	1466.716302
617	1466.544492
618	1466.197388
619	1465.977582
620	1465.46311
621	1465.239073
622	1464.782759
623	1464.672138
624	1464.421329
625	1464.061272
626	1463.595912
627	1463.438417
628	1463.271841
629	1463.093971
630	1462.736448
631	1462.540207
632	1462.279417
633	1461.990857
634	1461.586578
635	1461.221091
636	1460.929267
637	1460.658319
638	1459.941765
639	1459.710361
640	1459.415821
